student_id,technical_skills,soft_skills,project_titles
4793,"Java, AWS, Pandas","Problem Solving, Time Management, Communication","Student CRM, ETL Tool, Attendance Tracker"
4794,"Node.js, Excel, DSA","Leadership, Teamwork, Problem Solving","Recommendation Engine, Attendance Tracker, Chatbot"
4795,"Node.js, Excel, C++","Teamwork, Communication, Leadership","Placement Portal, Automation Bot, Chatbot"
4796,"Pandas, C++, Excel","Communication, Teamwork, Leadership","Automation Bot, Inventory System, Analytics Dashboard"
4797,"C++, Python, JavaScript","Problem Solving, Communication, Adaptability","Student CRM, Attendance Tracker, Automation Bot"
4798,"Pandas, C++, Excel","Leadership, Time Management, Adaptability","Placement Portal, ETL Tool, Chatbot"
4799,"SQL, Pandas, Excel","Teamwork, Problem Solving, Leadership","Data Pipeline, Student CRM, Placement Portal"
4800,"AWS, Pandas, C++","Time Management, Adaptability, Leadership","Recommendation Engine, Placement Portal, Chatbot"
4801,"DSA, Java, Python","Leadership, Communication, Time Management","Student CRM, Recommendation Engine, Chatbot"
4802,"AWS, Docker, Java","Leadership, Time Management, Teamwork","Placement Portal, Student CRM, Automation Bot"
4803,"JavaScript, AWS, DSA","Adaptability, Communication, Problem Solving","Chatbot, Automation Bot, Data Pipeline"
4804,"Excel, SQL, AWS","Teamwork, Adaptability, Communication","Placement Portal, Recommendation Engine, Data Pipeline"
4805,"React, AWS, DSA","Leadership, Problem Solving, Adaptability","Automation Bot, Inventory System, Attendance Tracker"
4806,"React, Java, SQL","Time Management, Leadership, Problem Solving","Chatbot, Data Pipeline, Automation Bot"
4807,"Docker, Java, Node.js","Time Management, Communication, Problem Solving","Automation Bot, Recommendation Engine, Placement Portal"
4808,"React, Node.js, AWS","Communication, Time Management, Problem Solving","Automation Bot, Student CRM, Chatbot"
4809,"AWS, Java, Pandas","Time Management, Problem Solving, Leadership","Inventory System, Attendance Tracker, ETL Tool"
4810,"C++, Java, Node.js","Leadership, Time Management, Adaptability","Placement Portal, Analytics Dashboard, Chatbot"
4811,"Excel, C++, Docker","Problem Solving, Teamwork, Leadership","ETL Tool, Analytics Dashboard, Attendance Tracker"
4812,"Excel, Java, Node.js","Time Management, Leadership, Communication","ETL Tool, Data Pipeline, Attendance Tracker"
4813,"Docker, DSA, Java","Communication, Adaptability, Leadership","Automation Bot, Recommendation Engine, Data Pipeline"
4814,"Pandas, SQL, Java","Problem Solving, Leadership, Communication","Placement Portal, Data Pipeline, Attendance Tracker"
4815,"JavaScript, DSA, C++","Leadership, Problem Solving, Teamwork","Inventory System, Chatbot, Automation Bot"
4816,"AWS, React, SQL","Communication, Problem Solving, Teamwork","Recommendation Engine, Attendance Tracker, Data Pipeline"
4817,"Excel, JavaScript, Java","Time Management, Problem Solving, Leadership","Attendance Tracker, Data Pipeline, Analytics Dashboard"
4818,"JavaScript, React, Python","Communication, Leadership, Time Management","Automation Bot, Analytics Dashboard, Attendance Tracker"
4819,"SQL, Pandas, Excel","Time Management, Leadership, Communication","Attendance Tracker, Automation Bot, Inventory System"
4820,"Pandas, Java, Excel","Communication, Adaptability, Problem Solving","Data Pipeline, Chatbot, Analytics Dashboard"
4821,"Excel, React, C++","Teamwork, Adaptability, Time Management","Analytics Dashboard, Placement Portal, Chatbot"
4822,"Python, AWS, Excel","Problem Solving, Communication, Time Management","Chatbot, Attendance Tracker, Data Pipeline"
4823,"Pandas, Node.js, SQL","Communication, Time Management, Adaptability","Chatbot, Data Pipeline, Recommendation Engine"
4824,"Node.js, SQL, Excel","Communication, Adaptability, Time Management","Inventory System, Automation Bot, Data Pipeline"
4825,"AWS, Pandas, Node.js","Leadership, Time Management, Adaptability","Attendance Tracker, ETL Tool, Chatbot"
4826,"JavaScript, DSA, Excel","Problem Solving, Communication, Teamwork","Inventory System, ETL Tool, Placement Portal"
4827,"React, Pandas, DSA","Time Management, Teamwork, Leadership","Student CRM, Analytics Dashboard, Data Pipeline"
4828,"Docker, Java, Node.js","Teamwork, Leadership, Problem Solving","Chatbot, Data Pipeline, Student CRM"
4829,"React, JavaScript, Python","Time Management, Problem Solving, Communication","Chatbot, ETL Tool, Attendance Tracker"
4830,"Python, Java, JavaScript","Time Management, Problem Solving, Adaptability","Student CRM, Automation Bot, Inventory System"
4831,"React, DSA, Python","Teamwork, Adaptability, Leadership","Attendance Tracker, Automation Bot, Chatbot"
4832,"Excel, DSA, JavaScript","Problem Solving, Adaptability, Teamwork","Chatbot, Student CRM, Inventory System"
4833,"DSA, JavaScript, Node.js","Time Management, Communication, Teamwork","Data Pipeline, Automation Bot, Attendance Tracker"
4834,"SQL, React, Excel","Time Management, Adaptability, Teamwork","Inventory System, ETL Tool, Student CRM"
4835,"JavaScript, Node.js, React","Teamwork, Leadership, Communication","ETL Tool, Recommendation Engine, Inventory System"
4836,"DSA, Pandas, Node.js","Problem Solving, Adaptability, Leadership","Inventory System, Data Pipeline, Recommendation Engine"
4837,"C++, Node.js, Docker","Teamwork, Adaptability, Time Management","Attendance Tracker, ETL Tool, Chatbot"
4838,"DSA, AWS, Java","Time Management, Leadership, Communication","Data Pipeline, Chatbot, Student CRM"
4839,"JavaScript, SQL, Java","Teamwork, Leadership, Communication","Inventory System, Data Pipeline, Student CRM"
4840,"DSA, Excel, Java","Communication, Time Management, Adaptability","Recommendation Engine, Analytics Dashboard, Chatbot"
4841,"C++, JavaScript, Docker","Problem Solving, Communication, Adaptability","Analytics Dashboard, Automation Bot, Student CRM"
4842,"Java, React, C++","Teamwork, Communication, Time Management","Attendance Tracker, Recommendation Engine, Automation Bot"
4843,"AWS, Node.js, SQL","Time Management, Leadership, Teamwork","Analytics Dashboard, Chatbot, ETL Tool"
4844,"SQL, Docker, AWS","Time Management, Communication, Problem Solving","Attendance Tracker, Recommendation Engine, Student CRM"
4845,"React, Node.js, Pandas","Time Management, Communication, Leadership","Recommendation Engine, Placement Portal, Attendance Tracker"
4846,"DSA, Excel, SQL","Adaptability, Time Management, Leadership","Placement Portal, ETL Tool, Inventory System"
4847,"Docker, AWS, SQL","Problem Solving, Communication, Time Management","Attendance Tracker, Inventory System, Data Pipeline"
4848,"SQL, Docker, Node.js","Communication, Leadership, Problem Solving","Chatbot, Placement Portal, Attendance Tracker"
4849,"React, Excel, C++","Adaptability, Leadership, Communication","Placement Portal, Attendance Tracker, Recommendation Engine"
4850,"Excel, React, C++","Teamwork, Adaptability, Communication","Analytics Dashboard, Chatbot, Automation Bot"
4851,"JavaScript, Java, Pandas","Communication, Problem Solving, Time Management","Inventory System, Student CRM, Attendance Tracker"
4852,"DSA, Pandas, JavaScript","Time Management, Teamwork, Communication","Attendance Tracker, Data Pipeline, Chatbot"
4853,"Java, Excel, React","Leadership, Problem Solving, Communication","Data Pipeline, Recommendation Engine, Analytics Dashboard"
4854,"React, SQL, Docker","Time Management, Leadership, Adaptability","Chatbot, Student CRM, ETL Tool"
4855,"DSA, Docker, Java","Communication, Teamwork, Problem Solving","Attendance Tracker, Inventory System, Analytics Dashboard"
4856,"Node.js, Excel, Java","Problem Solving, Communication, Leadership","Data Pipeline, ETL Tool, Recommendation Engine"
4857,"Pandas, DSA, AWS","Time Management, Communication, Leadership","Automation Bot, Data Pipeline, Recommendation Engine"
4858,"C++, Java, DSA","Time Management, Communication, Problem Solving","Data Pipeline, Recommendation Engine, Automation Bot"
4859,"Python, React, SQL","Adaptability, Problem Solving, Leadership","Data Pipeline, Automation Bot, Student CRM"
4860,"JavaScript, Pandas, C++","Time Management, Communication, Leadership","Analytics Dashboard, Inventory System, Attendance Tracker"
4861,"AWS, Python, DSA","Adaptability, Communication, Problem Solving","Attendance Tracker, Inventory System, Recommendation Engine"
4862,"Java, Pandas, AWS","Adaptability, Communication, Problem Solving","Chatbot, Student CRM, Placement Portal"
4863,"DSA, C++, Docker","Time Management, Leadership, Teamwork","Recommendation Engine, Inventory System, Student CRM"
4864,"Pandas, C++, JavaScript","Time Management, Teamwork, Leadership","Placement Portal, Student CRM, Data Pipeline"
4865,"Java, AWS, C++","Teamwork, Adaptability, Time Management","Inventory System, ETL Tool, Attendance Tracker"
4866,"React, SQL, Node.js","Communication, Adaptability, Leadership","Chatbot, Student CRM, Attendance Tracker"
4867,"AWS, C++, Java","Leadership, Problem Solving, Time Management","Data Pipeline, Inventory System, Placement Portal"
4868,"SQL, Pandas, Excel","Time Management, Adaptability, Teamwork","Inventory System, ETL Tool, Automation Bot"
4869,"JavaScript, SQL, C++","Time Management, Leadership, Teamwork","Attendance Tracker, Placement Portal, Chatbot"
4870,"Pandas, SQL, Excel","Communication, Adaptability, Time Management","Attendance Tracker, Placement Portal, Inventory System"
4871,"Docker, SQL, Python","Communication, Time Management, Leadership","Placement Portal, Automation Bot, Recommendation Engine"
4872,"SQL, Java, JavaScript","Leadership, Adaptability, Teamwork","Data Pipeline, Chatbot, Placement Portal"
4873,"SQL, JavaScript, Pandas","Teamwork, Problem Solving, Leadership","Attendance Tracker, Student CRM, Data Pipeline"
4874,"JavaScript, SQL, Python","Communication, Teamwork, Time Management","Recommendation Engine, Placement Portal, Chatbot"
4875,"AWS, SQL, Node.js","Adaptability, Problem Solving, Teamwork","Recommendation Engine, Data Pipeline, Inventory System"
4876,"Python, AWS, DSA","Communication, Adaptability, Teamwork","Placement Portal, Analytics Dashboard, Student CRM"
4877,"Python, Java, React","Leadership, Teamwork, Adaptability","Recommendation Engine, Analytics Dashboard, Student CRM"
4878,"Excel, React, Docker","Teamwork, Adaptability, Time Management","Inventory System, ETL Tool, Data Pipeline"
4879,"React, SQL, Excel","Problem Solving, Time Management, Communication","Inventory System, Placement Portal, Automation Bot"
4880,"JavaScript, Docker, Pandas","Teamwork, Problem Solving, Communication","Attendance Tracker, Placement Portal, Student CRM"
4881,"Docker, DSA, Pandas","Problem Solving, Adaptability, Communication","Analytics Dashboard, Recommendation Engine, Attendance Tracker"
4882,"Node.js, Excel, JavaScript","Leadership, Communication, Time Management","Student CRM, Placement Portal, Automation Bot"
4883,"C++, Node.js, Pandas","Adaptability, Communication, Time Management","Chatbot, Automation Bot, Placement Portal"
4884,"C++, JavaScript, DSA","Time Management, Adaptability, Problem Solving","Student CRM, Recommendation Engine, Data Pipeline"
4885,"Excel, Node.js, Python","Problem Solving, Time Management, Communication","Automation Bot, Chatbot, Student CRM"
4886,"Python, SQL, Java","Time Management, Teamwork, Leadership","Inventory System, Data Pipeline, Analytics Dashboard"
4887,"C++, React, Java","Communication, Adaptability, Time Management","Analytics Dashboard, Inventory System, Automation Bot"
4888,"Excel, AWS, Node.js","Teamwork, Communication, Adaptability","Data Pipeline, Student CRM, Attendance Tracker"
4889,"Pandas, AWS, C++","Problem Solving, Teamwork, Leadership","Chatbot, Data Pipeline, Recommendation Engine"
4890,"Pandas, DSA, C++","Problem Solving, Teamwork, Time Management","ETL Tool, Placement Portal, Student CRM"
4891,"React, Java, Node.js","Teamwork, Communication, Adaptability","Attendance Tracker, Placement Portal, ETL Tool"
4892,"React, Java, Docker","Time Management, Communication, Problem Solving","Automation Bot, Chatbot, Data Pipeline"
4893,"Pandas, Node.js, C++","Teamwork, Adaptability, Leadership","Placement Portal, Recommendation Engine, Attendance Tracker"
4894,"DSA, Java, JavaScript","Problem Solving, Adaptability, Time Management","Placement Portal, Student CRM, Automation Bot"
4895,"AWS, C++, SQL","Leadership, Adaptability, Teamwork","Analytics Dashboard, Chatbot, Attendance Tracker"
4896,"SQL, Java, Python","Leadership, Problem Solving, Adaptability","Recommendation Engine, Analytics Dashboard, Data Pipeline"
4897,"C++, SQL, Docker","Problem Solving, Teamwork, Time Management","Inventory System, Attendance Tracker, Chatbot"
4898,"C++, Excel, Node.js","Time Management, Adaptability, Teamwork","Attendance Tracker, Recommendation Engine, Automation Bot"
4899,"Docker, SQL, Pandas","Adaptability, Problem Solving, Teamwork","Analytics Dashboard, Chatbot, Attendance Tracker"
4900,"JavaScript, Python, DSA","Teamwork, Communication, Adaptability","Automation Bot, Attendance Tracker, Chatbot"
4901,"Pandas, Node.js, C++","Leadership, Adaptability, Time Management","Automation Bot, Inventory System, Recommendation Engine"
4902,"JavaScript, Node.js, AWS","Leadership, Problem Solving, Adaptability","Placement Portal, Inventory System, Automation Bot"
4903,"AWS, DSA, SQL","Adaptability, Time Management, Communication","Analytics Dashboard, Inventory System, ETL Tool"
4904,"Node.js, Pandas, DSA","Leadership, Communication, Adaptability","Analytics Dashboard, Chatbot, Inventory System"
4905,"JavaScript, Node.js, Java","Teamwork, Problem Solving, Leadership","Attendance Tracker, Student CRM, Automation Bot"
4906,"Node.js, SQL, React","Teamwork, Problem Solving, Leadership","ETL Tool, Student CRM, Placement Portal"
4907,"JavaScript, Java, SQL","Leadership, Communication, Teamwork","Placement Portal, Analytics Dashboard, Recommendation Engine"
4908,"C++, DSA, SQL","Problem Solving, Teamwork, Time Management","Inventory System, Attendance Tracker, Automation Bot"
4909,"Pandas, React, DSA","Adaptability, Teamwork, Leadership","Chatbot, Placement Portal, Student CRM"
4910,"Excel, JavaScript, Docker","Adaptability, Time Management, Communication","Chatbot, Recommendation Engine, Student CRM"
4911,"React, Excel, JavaScript","Leadership, Problem Solving, Adaptability","ETL Tool, Automation Bot, Student CRM"
4912,"SQL, Excel, React","Time Management, Communication, Leadership","Chatbot, Analytics Dashboard, Inventory System"
4913,"React, Excel, JavaScript","Teamwork, Adaptability, Leadership","Inventory System, Data Pipeline, ETL Tool"
4914,"JavaScript, Excel, Node.js","Time Management, Adaptability, Leadership","Attendance Tracker, Automation Bot, Inventory System"
4915,"Python, AWS, SQL","Communication, Time Management, Problem Solving","Analytics Dashboard, Recommendation Engine, Data Pipeline"
4916,"Node.js, React, Pandas","Time Management, Communication, Problem Solving","Automation Bot, Placement Portal, Analytics Dashboard"
